"id","region","year","vybyv","pribyv","coefmigr","migrplus","pop","ipc","avto","longf","longm","long","estprir","infmort","income","goods","gini","belowmin","incgroup","badwater","vrppc","percmin","totsp","famsubs","docload","unemp"
58,"Омская",2014,58309,59011,-31.123,6488,1.976029,0.1141,2.571,7.613,6.41,7.013,1.9,7.4,24.06,0.724,0.418,12,5.2,15.179,25.257375,12,23.3,3.3,1.833,0.068
59,"Оренбург.",2005,35194,33322,-24.374,-5138,2.107977,0.1048,1.69,7.19,5.85,6.49,-5,12.961,5.1223,0.598,0.363,21.5,6.5,14.882,8.42585833333333,21.5,19.8,5.8,1.993,0.092
59,"Оренбург.",2006,33940,29712,-32.907,-19.23,2.080693,0.0873,1.762,7.29,5.96,6.6,-4,9.877,6.3263,0.612,0.374,18.8,6.2,14.378,12.1277083333333,19.4,20.1,6.5,1.981,0.064
59,"Оренбург.",2007,33225,31949,-36.594,-7545,2.061796,0.118,2.142,7.31,6.02,6.64,-2.5,9.147,7.9143,0.642,0.378,17.9,6.1,14.22,14.9902,18.64,20.3,6.7,1.97,0.071
59,"Оренбург.",2008,29085,25570,-41.986,-16.62,2.049978,0.125,2.176,7.32,6.02,6.65,-2,8.419,10.5083,0.671,0.387,15.7,5.9,13.702,17.4808,16.4,20.9,6.9,1.954,0.069
59,"Оренбург.",2009,25603,28053,-31.104,-6355,2.04315,0.0770999999999999,2.252,7.38,6.16,6.76,-0.5,7.336,12.0081,0.657,0.389,15.3,5.9,13.585,16.8610333333333,16,21.3,6.6,1.975,0.088
59,"Оренбург.",2010,29186,25933,-37.373,4232,2.03677,0.0918000000000001,2.279,7.43,6.19,6.8,-0.5,7.05,13.5571,0.665,0.384,13.9,6,12.24,18.7447666666667,13.9,22.3,6.9,1.915,0.072
59,"Оренбург.",2011,53091,46044,-61.295,-12428,2.027581,0.0568000000000001,2.472,7.447,6.236,6.831,-0.4,7.8,14.892,0.717,0.382,14.4,6,13.163,22.741425,14.4,22.7,6.3,1.914,0.063
59,"Оренбург.",2012,65189,56225,-61.316,3295,2.019875,0.0634,2.604,7.463,6.279,6.864,0.7,9.7,16.5419,0.739,0.391,12.7,5.8,12.668,25.9324416666667,12.7,23.1,6.3,1.933,0.054
59,"Оренбург.",2013,66331,56973,-61.849,-12446,2.012326,0.0604000000000001,2.53,7.482,6.31,6.89,0.9,10.1,18.6281,0.743,0.394,12.1,5.7,12.013,29.6926166666667,12.1,23.4,5,2.058,0.049
59,"Оренбург.",2014,67525,59340,-54.842,2762,2.004838,0.109,2.981,7.487,6.278,6.873,0.4,9.7,20.724,0.744,0.393,11.9,5.7,11.591,30.3967916666667,11.9,24,4.6,2.012,0.048
60,"Орловская",2005,12930,12715,-12.816,-215,0.828631,0.0951,1.464,7.28,5.81,6.5,-10.1,9.979,4.8565,0.72,0.375,23.5,6.2,6.845,5.34836666666667,23.5,21.9,2.8,2.656,0.063
60,"Орловская",2006,11102,11284,-12.158,2.19,0.816743,0.0759999999999999,1.64,7.34,5.97,6.62,-9,10.111,5.9723,0.674,0.383,20.8,6,6.959,6.61179166666667,21.34,22.1,0.9,2.516,0.059
60,"Орловская",2007,12007,13841,-12.916,1834,0.808298,0.113,1.819,7.42,6.03,6.7,-8,7.636,7.3249,0.706,0.396,19.4,5.7,6.326,7.948925,19.9,22.6,3.8,2.486,0.055
60,"Орловская",2008,10433,11148,-9.713,8.73,0.802031,0.143,1.828,7.45,6.09,6.75,-7.2,6.27,10.0273,0.686,0.405,16.3,5.5,6.114,10.0442833333333,16.84,23.1,3.1,2.514,0.06
60,"Орловская",2009,10385,11064,-13.731,679,0.796,0.0856999999999999,1.899,7.51,6.21,6.85,-6.4,6.393,10.9265,0.674,0.4,17.5,5.6,6.001,9.4874,18.1,23.6,4.2,2.485,0.098
60,"Орловская",2010,10976,10257,-19.775,842,0.789368,0.0898,1.844,7.48,6.22,6.84,-6.4,7.163,13.1146,0.663,0.399,14.7,5.6,4.96,11.21115,14.7,24.6,6.9,2.505,0.089
60,"Орловская",2011,18358,18611,-9.905,253,0.783437,0.0576000000000001,2.131,7.582,6.321,6.948,-5.8,7.7,14.8243,0.698,0.399,14.5,5.6,5.433,13.9554083333333,14.5,25.3,6.5,2.475,0.063
60,"Орловская",2012,22860,21444,-28.039,733,0.778554,0.0684,2.473,7.602,6.307,6.951,-5.2,10.5,16.827,0.693,0.403,11.3,5.5,5.284,15.6383083333333,11.3,25.8,6.6,2.438,0.053
60,"Орловская",2013,22881,21060,-32.591,-1821,0.772903,0.0742,2.717,7.592,6.436,7.022,-5.2,8.6,18.2624,0.716,0.389,13.6,5.9,5.442,17.7681833333333,12.6,25.8,6.5,2.397,0.058
60,"Орловская",2014,21182,20595,-23.358,1177,0.767605,0.1269,3.025,7.656,6.332,6.988,-5.4,7.8,19.981,0.73,0.376,12.8,6.2,5.422,19.5131166666667,12.8,26.5,4.7,2.324,0.062
61,"Пензенская",2005,19603,18801,-16.267,-802,1.425562,0.1132,1.125,7.34,5.87,6.56,-9.8,12.188,4.3547,0.728,0.338,26.3,7.1,13.887,4.34698333333333,26.3,22,1,2.701,0.066
61,"Пензенская",2006,20507,20237,-15.072,-0.63,1.415899,0.1005,1.257,7.44,6.09,6.74,-8.4,10.596,5.6034,0.687,0.348,23.4,6.9,13.731,5.22665,23.14,22.4,1.6,2.612,0.064
61,"Пензенская",2007,21169,22184,-14.369,1015,1.408542,0.139,1.431,7.51,6.21,6.85,-6.3,10.351,7.9084,0.715,0.371,17.4,6.3,12.788,7.046525,17.1,22.9,3.3,2.599,0.052
61,"Пензенская",2008,20329,20553,-17.171,1.62,1.401755,0.152,1.583,7.55,6.25,6.88,-6,7.881,10.0435,0.716,0.376,16,6.2,12.445,8.78976666666667,15.7,23.4,4,2.621,0.076
61,"Пензенская",2009,16290,17260,-14.004,970,1.395287,0.0817,1.779,7.59,6.34,6.96,-5.4,6.125,11.4155,0.701,0.38,15.2,6.1,11.635,8.79061666666667,14.9,23.9,4.6,2.608,0.081
61,"Пензенская",2010,18018,16870,-20.652,1683,1.38821,0.0983,1.978,7.58,6.3,6.93,-5.7,7.788,12.9204,0.688,0.381,15.2,6.1,11.062,10.3350583333333,15.2,24.1,17.9,2.548,0.064
61,"Пензенская",2011,29093,28727,-26.814,-366,1.380272,0.0559,2.23,7.679,6.384,7.023,-5.1,5.7,14.1715,0.724,0.378,15.4,6.1,10.82,12.8840083333333,15.4,24.8,20.7,2.473,0.054
61,"Пензенская",2012,35798,33571,-37.163,2758,1.372598,0.0581,2.387,7.68,6.49,7.087,-4.1,7.2,15.9237,0.712,0.389,13.1,5.8,10.519,14.5686333333333,13.1,25.4,15.9,2.544,0.049
61,"Пензенская",2013,40763,38223,-38.89,-2540,1.364622,0.0618000000000001,2.566,7.752,6.547,7.154,-4.1,5.6,17.8152,0.727,0.392,12.6,5.8,10.045,16.5147583333333,12.6,25.8,10.3,2.542,0.048
61,"Пензенская",2014,39661,40081,-25.609,3802,1.358102,0.1088,2.764,7.751,6.567,7.163,-4,5.5,19.601,0.737,0.393,12.6,5.8,9.543,18.2651583333333,12.6,26.5,8.1,2.481,0.047
62,"Псковская",2005,10518,9876,-16.258,-8.8,0.727645,0.1054,1.312,6.82,5.38,6.02,-15.8,12.828,4.9268,0.849,0.345,19.2,7,6.09,4.64774166666667,19.2,25.5,4.5,2.885,0.063
62,"Псковская",2006,10937,10023,-18.32,496,0.714502,0.0812,1.495,6.91,5.47,6.12,-14.4,13.216,6.4225,0.796,0.353,18.3,6.7,5.982,6.002425,18.54,26,2.2,2.884,0.072
62,"Псковская",2007,11137,10940,-17.389,-2.78,0.703913,0.125,1.768,7.1,5.79,6.41,-11.2,8.593,7.9232,0.773,0.366,16.9,6.4,5.74,7.28805833333333,17.1,26.4,2.4,2.858,0.048
62,"Псковская",2008,10664,9904,-25.282,1039,0.694963,0.13,1.868,7.14,5.7,6.36,-11.7,8.279,10.3364,0.767,0.377,15.9,6.1,5.653,8.78741666666667,16.1,27.2,2,3.037,0.065
62,"Псковская",2009,9296,8798,-20.521,-7.19,0.686114,0.0828,2.041,7.14,5.84,6.45,-10.6,9.37,11.438,0.745,0.374,16.2,6.2,5.417,9.06649166666667,16.4,27.5,3.9,2.984,0.11
62,"Псковская",2010,10577,8453,-37.394,429,0.676582,0.0861,2.13,7.21,5.8,6.46,-10.7,7.892,12.7976,0.742,0.375,15.6,6.2,5.235,10.7237583333333,15.6,28.1,9,2.89,0.095
62,"Псковская",2011,19685,21265,-7.921,-530,0.669098,0.0562,2.217,7.31,6.03,6.647,-8.9,6.1,14.1853,0.797,0.37,16.7,6.3,4.467,12.5166583333333,16.7,28.2,11,2.814,0.093
62,"Псковская",2012,25347,25585,-14.799,981,0.664215,0.0731999999999999,2.395,7.337,6.024,6.653,-8.5,10,16.2936,0.769,0.378,15.4,6.1,3.979,13.4930583333333,15.4,28.5,13.9,2.81,0.066
62,"Псковская",2013,27728,27796,-20.53,-1353,0.659034,0.0724,2.921,7.405,6.181,6.782,-7.6,7.7,17.8036,0.781,0.371,16.9,6.3,3.884,14.5005416666667,16,28.6,6.3,2.817,0.07
62,"Псковская",2014,26961,26424,-27.163,1454,0.653834,0.12,3.453,7.421,6.213,6.807,-7.5,6.4,19.5,0.795,0.359,16.1,6.6,3.696,15.4604833333333,16.1,28.7,3.9,2.98,0.069
63,"Ростовская",2005,52125,50180,-9.223,-1945,4.342579,0.1287,1.558,7.33,6.11,6.7,-6.7,14.899,6.3597,0.758,0.386,18.3,5.9,28.155,5.04791666666667,18.3,19.8,2.7,2.666,0.085
63,"Ростовская",2006,50387,48393,-10.087,-4.22,4.323547,0.0933,1.615,7.35,6.21,6.77,-5.9,13.183,7.4825,0.797,0.387,18.5,5.9,27.102,6.5535,18.34,20.2,4.5,2.604,0.081
63,"Ростовская",2007,54415,53087,-15.02,-1328,4.306132,0.123,1.751,7.43,6.28,6.85,-4.7,12.523,9.5388,0.819,0.395,16,5.7,30.043,8.716925,15.84,20.6,7.5,2.59,0.067
63,"Ростовская",2008,57439,62790,-2.307,12.6,4.295041,0.144,1.886,7.46,6.34,6.9,-4.2,10.086,12.0277,0.852,0.4,14.9,5.6,26.508,11.1781166666667,14.7,20.9,7.2,2.654,0.064
63,"Ростовская",2009,45549,49409,-4.778,3860,4.288622,0.0969,2.066,7.5,6.42,6.96,-3.7,9.07,12.8,0.782,0.395,16,5.7,25.481,10.8021666666667,15.7,21.3,6.3,2.626,0.084
63,"Ростовская",2010,49561,50796,-3.11,2566,4.279999,0.0939,2.195,7.52,6.43,6.97,-3.8,7.606,14.6471,0.798,0.397,14.9,5.7,27.02,12.8439916666667,14.9,21.6,14.9,2.593,0.077
63,"Ростовская",2011,74520,74261,-9.41,-259,4.267933,0.0611,2.274,7.568,6.486,7.028,-3.4,7.6,16.0103,0.85,0.392,15.2,5.8,23.504,14.9558583333333,15.2,21.9,9.8,2.512,0.073
63,"Ростовская",2012,89403,93036,-0.801,3565,4.257628,0.0667,2.435,7.614,6.579,7.102,-2.3,9.1,18.1071,0.863,0.398,12.9,5.6,25.279,16.5107666666667,12.9,22.3,9.8,2.483,0.06
63,"Ростовская",2013,100489,100348,-12.55,-141,4.250072,0.0656,2.605,7.628,6.634,7.139,-2.1,9.5,20.9947,0.826,0.398,12.9,5.6,23.622,17.9936,12.9,22.8,8.6,2.59,0.06
63,"Ростовская",2014,103826,108722,-4.388,6670,4.243806,0.118,2.893,7.637,6.613,7.13,-2,7.9,23.355,0.822,0.398,12.9,5.6,26.197,19.641325,12.9,23.2,7.9,2.606,0.061
64,"Рязанская",2005,12718,14021,-4.799,-573,1.194108,0.1006,1.501,7.28,5.68,6.41,-11.8,10.932,4.7751,0.704,0.342,22.7,7,1.996,5.88881666666667,22.7,23.5,2.9,1.878,0.052
64,"Рязанская",2006,12185,15112,1.898,24.86,1.185158,0.0861,1.591,7.3,5.85,6.53,-10.6,11.348,6.1334,0.679,0.349,20.5,6.9,1.466,7.417575,20.34,24,1.7,1.845,0.049
64,"Рязанская",2007,12962,16355,-0.832,-98,1.177921,0.165,1.751,7.35,5.88,6.57,-9.5,10.631,8.049,0.679,0.362,17.3,6.5,1.366,8.581875,17.1,24.7,2.5,1.821,0.037
64,"Рязанская",2008,12760,15813,-2.212,26.29,1.171121,0.154,1.917,7.41,5.96,6.65,-8.4,8.871,11.2148,0.667,0.376,14.6,6.2,1.784,10.6842916666667,14.4,25.2,2.7,1.74,0.054
64,"Рязанская",2009,11726,14355,-6.602,-769,1.164855,0.0834,2.521,7.49,6.11,6.78,-7.7,8.926,11.9684,0.684,0.368,15.9,6.4,1.802,10.9909333333333,15.7,25.6,3.9,1.819,0.09
64,"Рязанская",2010,13934,14138,-13.9,11,1.156822,0.0984999999999999,2.628,7.48,6.12,6.78,-7.9,8.309,13.8863,0.663,0.372,15,6.3,8.939,12.9037333333333,15,25.8,4,1.761,0.084
64,"Рязанская",2011,22131,25863,10.155,1168,1.150147,0.0581999999999999,2.724,7.58,6.303,6.934,-6.2,7.3,14.788,0.728,0.365,16,6.4,8.439,15.5156,16,26.3,3.4,1.745,0.072
64,"Рязанская",2012,26373,28934,4.282,1957,1.146554,0.0704000000000001,2.976,7.596,6.379,6.986,-5.5,9.8,17.6523,0.693,0.381,12.5,6,8.613,18.4525083333333,12.5,26.7,4.8,1.911,0.046
64,"Рязанская",2013,28317,30178,-0.971,-111,1.142747,0.0806999999999999,3.402,7.661,6.477,7.074,-5,9.1,19.8282,0.678,0.386,11.7,5.9,8.519,20.3666083333333,11.7,27.3,4.2,1.94,0.047
64,"Рязанская",2014,31088,31542,-7.591,1405,1.138141,0.1347,3.208,7.678,6.479,7.08,-5.1,6.1,21.988,0.687,0.388,10.9,5.9,8.114,21.7704333333333,10.9,28,4.2,1.92,0.047
65,"Самарская",2005,34802,41915,6.105,26.2,3.225459,0.1143,1.928,7.32,5.94,6.61,-6.4,8.23,9.2641,0.802,0.44,17.5,4.7,46.472,10.3812666666667,17.5,20.7,2,2.074,0.054
65,"Самарская",2006,36332,42810,5.349,4974,3.22479,0.0873,2.006,7.38,6.03,6.69,-5.6,7.341,11.3829,0.771,0.44,17.3,4.7,46.488,12.6032333333333,17.04,21,2.6,2.033,0.042
65,"Самарская",2007,36489,44778,1.654,28.16,3.222438,0.119,2.023,7.42,6.11,6.75,-4.6,6.912,13.7793,0.768,0.451,15.8,4.5,45.44,15.1274833333333,15.5,21.4,3.9,2.045,0.041
65,"Самарская",2008,35414,45312,8.428,7199,3.221226,0.127,2.171,7.46,6.13,6.79,-3.7,6.731,15.5642,0.831,0.447,17.1,4.6,44.517,18.090825,16.7,21.8,3.6,2.095,0.042
65,"Самарская",2009,30232,38784,-0.177,29.74,3.221211,0.0805,2.304,7.46,6.25,6.86,-3.3,7.216,18.021,0.739,0.45,16.1,4.5,40.633,15.1081833333333,15.7,22.2,3.7,2.066,0.061
65,"Самарская",2010,36245,42105,0.252,5731,3.21811,0.0783,2.331,7.43,6.2,6.81,-3.6,6.393,20.2231,0.716,0.449,15.1,4.5,39.672,18.0139666666667,15.1,22.3,5.7,2.096,0.058
65,"Самарская",2011,50338,58583,3.005,966,3.214688,0.0569,2.363,7.516,6.29,6.902,-2.9,6.4,21.7561,0.732,0.442,15.2,4.7,39.464,21.6233833333333,15.2,22.6,5.2,2.024,0.051
65,"Самарская",2012,64040,69066,-1.519,5132,3.213677,0.0581,2.548,7.577,6.349,6.965,-1.8,7,24.6964,0.694,0.442,12.3,4.7,36.151,24.3084583333333,12.3,22.9,6.9,2.112,0.034
65,"Самарская",2013,65559,69816,-0.984,-316,3.212238,0.0559999999999999,2.572,7.55,6.328,6.94,-2,7.1,26.8649,0.708,0.441,12.6,4.7,35.097,27.20185,12.1,23.4,8,2.095,0.032
65,"Самарская",2014,69699,76744,-2.562,7920,3.211931,0.1178,2.85,7.593,6.335,6.963,-1.7,6.4,26.063,0.809,0.422,12.6,5.1,34.647,29.8874,12.6,24.3,7.2,2.16,0.034
66,"Саратовск.",2005,43964,46362,-4.006,-1043,2.603403,0.0843000000000001,1.496,7.28,5.95,6.59,-7.8,9.108,5.056,0.68,0.359,24.7,6.6,23.713,5.47138333333333,24.7,22.6,3.8,1.896,0.092
66,"Саратовск.",2006,45781,49082,-4.547,14.21,2.581813,0.0834,1.519,7.38,6.11,6.73,-6.5,9.053,6.182,0.685,0.369,21.5,6.3,24.156,6.59391666666667,21.7,22.8,4.7,1.904,0.082
66,"Саратовск.",2007,44699,46504,-9.882,-2535,2.565359,0.118,1.606,7.42,6.18,6.79,-5.2,8.711,7.3203,0.708,0.364,22.8,6.5,25.1,8.21415833333333,23.14,23.7,4.9,1.914,0.08
66,"Саратовск.",2008,40237,41125,-15.648,3.44,2.551809,0.117,1.766,7.45,6.22,6.83,-4.7,6.854,9.1557,0.736,0.37,20.7,6.3,19.701,10.5071583333333,21,23.9,5.3,1.908,0.078
66,"Саратовск.",2009,32571,35628,-12.498,-3175,2.540365,0.0845,1.962,7.48,6.32,6.9,-4.4,6.78,10.4855,0.682,0.376,19.1,6.2,5.643,10.70615,19.4,24.5,7.1,1.932,0.088
66,"Саратовск.",2010,37831,37872,-13.061,3384,2.527358,0.0851000000000001,2.035,7.49,6.3,6.89,-4.9,6.008,12.1466,0.671,0.378,16.4,6.1,2.412,12.40325,16.4,25.3,6.7,1.922,0.063
66,"Саратовск.",2011,58831,57938,-24.081,-6054,2.514018,0.0534,2.397,7.559,6.404,6.986,-3.8,5.8,13.0973,0.737,0.375,17.3,6.2,1.761,14.2874833333333,17.3,25.7,5.9,1.886,0.06
66,"Саратовск.",2012,69142,70955,-15.499,5548,2.506029,0.0597,2.489,7.594,6.451,7.027,-2.9,7,14.28,0.762,0.381,15.9,6,11.222,15.904175,15.9,26.1,5.3,1.896,0.054
66,"Саратовск.",2013,72512,73048,-26.317,-6579,2.499928,0.0618000000000001,2.643,7.619,6.501,7.067,-3,6.8,16.0349,0.748,0.381,15.7,6,8.375,17.5398,15.4,26.5,4.1,1.869,0.052
66,"Саратовск.",2014,74918,77852,-17.509,7218,2.494788,0.1093,2.803,7.648,6.526,7.095,-2.5,7.2,17.941,0.742,0.382,14.9,6,1.651,18.7812083333333,14.9,27.1,4.4,1.879,0.047
67,"Сахалинск.",2005,10148,7192,-56.902,-2956,0.525467,0.1406,2.012,6.81,5.45,6.06,-6.1,14.44,12.6395,0.595,0.392,18.2,5.8,5.217,19.1915166666667,18.2,21.4,6.3,2.274,0.077
67,"Сахалинск.",2006,10401,7374,-60.431,-57.8,0.517287,0.1035,2.496,7.01,5.65,6.28,-3.9,12.91,16.4124,0.621,0.401,15.5,5.6,4.779,26.7590666666667,15.84,21.5,5.6,2.15,0.048
67,"Сахалинск.",2007,9875,8449,-45.15,-1426,0.511408,0.118,2.524,7.11,5.85,6.44,-2.4,8.863,20.513,0.608,0.413,12.6,5.3,4.471,46.6478416666667,12.9,21.7,5.3,2.12,0.046
67,"Сахалинск.",2008,12079,9186,-73.571,-56.01,0.50713,0.131,2.564,7.17,5.79,6.43,-2.2,8.102,25.0073,0.662,0.419,11.4,5.2,4.756,54.815275,11.7,22.1,8.2,2.055,0.074
67,"Сахалинск.",2009,9406,6943,-56.511,-2463,0.503088,0.1069,2.719,7.16,5.87,6.47,-2.4,7.218,28.3487,0.688,0.417,11.5,5.2,4.877,64.9952666666667,11.8,22.6,7.4,2.048,0.098
67,"Сахалинск.",2010,9860,6736,-65.229,-3124,0.499009,0.1001,2.827,7.14,5.91,6.49,-2.8,5.945,30.727,0.71,0.415,11,5.3,4.647,81.438,11,23.6,7.7,2.036,0.089
67,"Сахалинск.",2011,17137,16957,-50.033,-180,0.496071,0.0636,2.91,7.224,5.98,6.568,-2.4,4.4,32.2682,0.748,0.408,11.9,5.4,4.578,100.833658333333,11.9,24.2,7.1,1.964,0.079
67,"Сахалинск.",2012,21898,20382,-55.426,1276,0.494352,0.0595,2.949,7.308,6.075,6.663,-1.2,6.5,32.7212,0.777,0.409,11.8,5.4,4.375,108.203333333333,11.8,24.7,7,1.953,0.077
67,"Сахалинск.",2013,21921,19732,-69.916,-2189,0.492165,0.0651,3.05,7.353,6.217,6.77,-0.2,5.5,39.9708,0.696,0.414,9.4,5.3,3.291,113.739558333333,9.4,24.1,7.5,1.911,0.072
67,"Сахалинск.",2014,23078,20167,-68.939,446,0.489709,0.0858,3.193,7.41,6.221,6.789,0.6,6.2,44.69,0.677,0.417,9.1,5.2,3.022,135.026041666667,9.1,25.3,9.5,2.033,0.063
68,"Свердлов.",2005,66267,74978,13.236,8711,4.375233,0.1194,1.466,7.19,5.78,6.45,-6.3,10.391,9.0217,0.671,0.413,12.6,5.3,81.391,9.0581,12.6,20.9,4.9,2.361,0.068
68,"Свердлов.",2006,69655,79163,14.47,22.54,4.343502,0.0924,1.637,7.3,6,6.63,-4.6,8.674,11.1676,0.702,0.416,12.1,5.2,82.144,12.5457166666667,12.34,21.2,4,2.314,0.07
68,"Свердлов.",2007,66054,74910,9.472,8856,4.325347,0.128,1.911,7.39,6.1,6.74,-3.2,7.838,14.4815,0.708,0.434,10.4,4.9,86.825,15.8136166666667,10.6,21.6,5.2,2.244,0.052
68,"Свердлов.",2008,58563,67902,9.488,21.32,4.317226,0.148,2.194,7.41,6.13,6.76,-2.4,7.612,17.4812,0.761,0.434,10.5,4.8,87.289,17.8268583333333,10.8,21.9,5.5,2.241,0.048
68,"Свердлов.",2009,49057,54927,3.048,5870,4.311404,0.0891,2.389,7.45,6.21,6.83,-1.5,6.352,19.7225,0.725,0.433,10.6,4.9,78.032,15.95125,10.9,22.2,5.1,2.31,0.082
68,"Свердлов.",2010,53733,57627,3.044,2721,4.30285,0.0997,2.535,7.49,6.27,6.88,-0.9,6.092,22.1938,0.752,0.432,10,4.9,76.346,20.2695166666667,10,23.1,8.6,2.188,0.084
68,"Свердлов.",2011,84331,97474,13.293,13143,4.30241,0.0644,2.755,7.527,6.323,6.929,-0.6,5.8,24.8926,0.793,0.425,10.5,5,77.031,25.0057333333333,10.5,23.4,6.5,2.203,0.072
68,"Свердлов.",2012,109495,116237,9.198,2247,4.311712,0.0731,2.856,7.534,6.351,6.95,0.3,7.4,27.8517,0.795,0.43,8.5,4.9,71.228,28.6985583333333,8.5,23.7,5.7,2.342,0.058
68,"Свердлов.",2013,119390,121274,2.147,1884,4.318253,0.0695,3.038,7.586,6.364,6.981,0.7,6.9,31.013,0.798,0.431,8.4,4.9,68.678,30.2717916666667,8.2,24,5.8,2.249,0.059
68,"Свердлов.",2014,121806,126387,4.84,3296,4.324075,0.1059,3.126,7.568,6.371,6.976,0.5,6.2,32.157,0.816,0.423,8.3,5.1,66.7,32.0190083333333,8.3,24.4,5.1,2.283,0.065
69,"Смоленск.",2005,16427,16391,-14.365,1527,1.02887,0.119,1.174,7.06,5.52,6.22,-12.7,14.713,5.4827,0.723,0.35,18.1,6.8,8.964,5.30725,18.1,23.8,1.9,1.675,0.077
69,"Смоленск.",2006,16129,15541,-14.183,-83,1.021671,0.0952,1.712,7.08,5.68,6.34,-11.7,10.326,6.7228,0.728,0.35,19.7,6.8,8.965,6.44723333333333,19.14,24.5,1.8,1.685,0.081
69,"Смоленск.",2007,15352,15017,-16.419,1379,1.013459,0.144,1.794,7.25,5.8,6.49,-9.8,9.747,8.2279,0.746,0.364,18,6.5,8.505,7.86936666666667,17.4,25.2,3.2,1.691,0.067
69,"Смоленск.",2008,13685,13986,-14.599,-14,1.004864,0.168,1.981,7.27,5.81,6.5,-9.3,8.016,11.2225,0.713,0.377,14.9,6.2,8.241,10.0843916666667,14.4,25.4,3.5,1.745,0.07
69,"Смоленск.",2009,12350,12371,-20.334,2121,0.996865,0.1002,2.225,7.29,5.95,6.6,-8.2,8.181,12.616,0.704,0.377,15.4,6.1,7.905,10.4785916666667,14.7,25.9,4.6,1.708,0.078
69,"Смоленск.",2010,14330,12308,-29.05,-37,0.987953,0.1092,2.317,7.36,6.01,6.66,-8,5.509,14.546,0.709,0.378,15.2,6.1,7.272,13.047275,15.2,25.6,13.8,1.676,0.074
69,"Смоленск.",2011,22859,26685,-33.086,5721,0.981685,0.0643000000000001,2.46,7.458,6.183,6.812,-6.4,7.2,15.9691,0.732,0.368,17.3,6.4,6.752,15.3487416666667,17.3,25.8,9.2,1.667,0.076
69,"Смоленск.",2012,31577,32402,-45.948,156,0.977835,0.0648999999999999,2.447,7.463,6.244,6.849,-6.3,9.6,18.305,0.713,0.379,14.8,6.1,6.671,17.1993083333333,14.8,26.2,9.9,1.822,0.057
69,"Смоленск.",2013,34735,33019,-41.192,2126,0.971542,0.0617,2.635,7.497,6.293,6.89,-5.8,8.9,19.9821,0.719,0.377,15.4,6.2,6.206,19.3753083333333,15.1,26.3,6.3,1.825,0.052
69,"Смоленск.",2014,34509,36557,-38.899,297,0.966344,0.1415,2.84,7.562,6.336,6.944,-5.3,6.6,21.788,0.735,0.377,15.2,6.2,5.757,20.242275,15.2,26.8,5.8,1.835,0.062
70,"Тамбовск.",2005,15457,13406,-24.478,-2802,1.144689,0.0983,1.507,7.38,5.86,6.56,-10.9,8.677,5.2924,0.694,0.372,16.9,6.3,5.898,4.63115833333333,16.9,22.4,2.1,2.963,0.086
70,"Тамбовск.",2006,15131,12854,-28.602,-52,1.132782,0.0938,1.526,7.41,6.06,6.7,-10,9.732,6.8148,0.674,0.388,15,5.9,5.289,5.86801666666667,14.8,22.9,2.6,2.885,0.087
70,"Тамбовск.",2007,15431,13973,-28.331,-3178,1.121726,0.124,1.583,7.49,6.17,6.81,-8.6,5.983,8.5147,0.701,0.395,13.7,5.7,1.855,7.87770833333333,13.54,23.2,5.3,2.913,0.092
70,"Тамбовск.",2008,16267,16520,-14.558,-31,1.112124,0.152,1.729,7.51,6.22,6.84,-8.5,4.836,11.1449,0.732,0.406,11.3,5.4,1.66,9.05444166666667,11.1,23.6,4.6,2.909,0.091
70,"Тамбовск.",2009,14640,14939,-14.451,-1595,1.10373,0.0809,1.913,7.56,6.27,6.9,-7.9,6.107,11.9702,0.735,0.403,11.9,5.5,1.294,10.2926666666667,11.7,23.9,5,2.891,0.091
70,"Тамбовск.",2010,15672,14815,-17.01,-18,1.094675,0.0812,2.004,7.58,6.3,6.92,-8,4.172,13.6308,0.713,0.406,10.8,5.4,1.298,10.954725,10.8,24.1,10.4,2.939,0.078
70,"Тамбовск.",2011,22791,23388,-46.109,-5008,1.086122,0.0552,2.094,7.668,6.393,7.018,-7.1,4.2,15.1506,0.75,0.407,10.7,5.4,0.92,13.29525,10.7,24.6,8.6,2.948,0.066
70,"Тамбовск.",2012,32762,32975,-53.496,5527,1.079147,0.0702,2.275,7.689,6.462,7.067,-6.5,4.1,17.4485,0.75,0.412,9.4,5.3,4.176,15.7015583333333,9.4,25,8.7,2.924,0.049
70,"Тамбовск.",2013,40232,40418,-54.442,-5838,1.072341,0.0716,2.391,7.715,6.487,7.093,-6.6,5.5,19.8336,0.758,0.413,8.2,5.3,3.949,18.3660416666667,8.2,25.5,8.7,2.898,0.046
70,"Тамбовск.",2014,41854,42181,-40.631,5317,1.065677,0.1216,2.577,7.703,6.53,7.111,-6.5,4.4,22.377,0.754,0.394,9.3,5.7,3.795,21.5685,9.3,26.1,5.7,2.891,0.046
71,"Тверская",2005,19136,19785,-13.013,4.6,1.423942,0.1087,1.446,6.99,5.45,6.16,-13.8,13.364,5.6061,0.805,0.334,18.6,7.3,7.943,5.670725,18.6,25.6,3.6,1.937,0.058
71,"Тверская",2006,18885,19984,-12.601,1099,1.407059,0.0773,1.57,7.07,5.62,6.3,-12.2,10.532,7.2666,0.76,0.346,13.9,6.9,9.074,7.54315,13.9,26,4.1,1.899,0.045
