er
-.15594959
-.16035438
-.045786142
-.12403798
-.37575722
-.2016325
.63916874
.070902824
.18309927
.014397144
-.5106194
-.891078
-.66544771
-.25074816
-.20914245
3.8661635
.38890183
-1.1192183
-.60881114
-.33365989
-.19948936
.090755701
.0847404
.015776396
-.090072632
.1986568
.026045084
.20724726
-.33053613
.19328046
.71083713
.25644422
-.17774892
.11509943
-.4009409
-.28262258
-.083812714
-.84960556
3.1456771
2.3870044
2.5888958
.88132012
-1.9142885
-2.1855605
-2.3920407
-1.661402
-.28815317
.52897978
1.0156784
.23435211
-.56400871
2.1463718
-1.2397561
-.71687198
-1.1165924
.25621557
.19552994
.67512178
.55710125
.28602386
-.60746741
-.18274999
-.73408055
-.44569445
.13618183
.14885426
-.023071766
.30381322
-.031273842
-.18646002
-.19168139
-.33913422
.18277168
.14452004
.23425913
.27758646
1.0759702
.023435116
-.47039223
-.52606297
-.68344951
-.075866461
.51451588
-.032837868
.17448378
.62110424
.0064027309
.16272998
.18118668
-.18222117
-1.445364
-.066746235
.24718976
-.066993475
.269238
.12560773
-.18857384
-.20470214
-.40337276
.28835273
.91978967
1.3659101
.17400455
-.31359553
-.25421262
-.68372655
-.86263537
-.4886632
.14312887
.17973685
.26070523
.52370238
.41462231
.20615816
-.40071607
-.28722072
-.53108549
-.36590242
-.062259555
.40213048
.80617809
.74978125
.7285068
-.45906878
-.91775286
-.57397103
-.67354465
-3.3824677
-3.2554381
.52485406
1.1638619
1.2804184
.82116508
.58727825
.73870134
1.5216269
-.099689484
.37319767
.24418032
.57265377
.08946538
-.1162293
-.18277526
-.54832458
-.33247852
-.2981863
-.075565577
.0080208778
.13649726
.70991039
.0090870857
-.19740057
-.49183917
.19947624
-.080588818
-.034291506
-.20921683
-1.5519352
-.43202281
.21059489
.74723172
.66194153
.68828702
.49209809
.31439781
.15184402
.19385362
-.40886974
-.51559043
-.40848184
-.043653488
.22440195
3.3493147
2.9033554
.79906011
.053426266
-.55257797
-1.4444271
-1.6585776
-1.8033484
-1.6462252
-.14562273
-.17077923
-.26194382
.29570723
.53805566
-.16155338
-.11915612
-.031047344
.056339741
.18081212
-.24602866
.29989147
.38442397
-.026217222
-.48561764
-.36146855
-.32306099
.5772655
-.46267319
-.14978504
-.21575522
.42499089
.56516266
-.1386342
-.13682938
-.28168631
.39521027
-.61295819
-.2160604
.1193974
-.10610533
.28875589
.030269861
-.21195245
.40033746
.30831528
.16285896
-.14728355
.30081534
-.61654544
-.83900595
.64507341
.1797328
-.48035908
.79471374
3.6315858
2.5064754
.45462465
-.63791311
-.66062045
-1.531666
-1.3623784
-1.4534336
-.94667447
.24294376
.57474232
.044891834
.093294621
.063255787
.29889584
-.44636774
-.69559431
-.17606163
.19360876
-.039727688
-.084583759
-.0017681122
-.098082066
.16785622
.062164783
-.47502995
.27556181
.1983242
.24014091
.099777222
.19585133
-.36356735
.28718281
-.18353271
-.91534185
.44116449
1.1738594
.77260685
-.16835836
-1.6677194
-1.4776298
1.6158259
1.8750163
-.6748389
-1.4487622
.47527432
.097961664
-.29821301
-.37164497
-.27637625
1.0776973
-.20066929
-.25382638
-.25020313
-2.0238485
-.90445578
.072689533
.63898039
.53061414
.50573421
.85471654
.27279615
.052773237
.45206118
.22243047
.15043902
.42549133
.32722974
-.30520177
-.17415547
-.72291446
-.3753798
.039371729
.18232918
-.018373013
.27480292
.12007689
-.15485168
-.29080939
-.35874939
.20620298
.070465326
.044948101
.02559495
.15440512
-.27669597
.56783676
-.19749284
-.50200725
.11294603
.096829414
-.078349829
.096425295
.2285316
.54026246
.20774722
-.31447315
-.66942
-.10755348
-.10233355
-.46787572
-.27669573
-.029727459
-.50842834
.70722938
.76336598
-.10546851
.019933939
-.65121996
-.89464617
.56210685
.27035618
.63673544
-.5701319
1.1429449
-.84192193
.34577632
1.2791516
-.14108562
-1.0884459
-1.3688488
-1.686612
2.5904114
2.1137819
-.11879992
-1.5795527
1.1599978
.40999746
1.8346503
-.58107108
-.23164363
.88345921
-1.4076469
-1.0205393
-1.047204
.84381211
.57277441
-.22310925
-.14664841
-.05792737
-.41591144
.77893639
-.74778366
-.60414267
-.081475735
.063759089
.12323809
.31443071
.12220001
.30229068
.10159302
-.89173985
-.05429554
.36804819
.29633546
.4497118
-.5637852
-.66784251
.78353477
.40731716
-1.0312114
-.042108178
.44718266
.20422244
.20830274
.097396135
-.22201848
-.22816801
-.16703176
-.26984787
-.07003808
-.17409182
-.65030074
.43289948
.66648293
.6510036
-.41473317
-.017938852
-.42383671
-.069484711
.19009256
.43971133
-.063738585
.049833536
-.061615467
-.057673931
-.30063248
-.23910451
.043127298
-1.6251819
-.20300627
.39358234
.99633551
.2717514
1.3447206
.52140212
-.52274299
-1.1768607
.067005396
.41552424
.038816929
.082549572
-.04845643
-.091980696
-.2662642
-.010171652
-.18702316
-.88474059
2.6201019
-1.6915785
-.82927918
-1.3078264
3.7336018
3.2987556
-2.786396
-2.1526384
-.27854872
.019299269
.14860487
.47107291
.40762591
.17453742
-.37081027
-.31439662
-.25738478
-1.8021159
-.53777635
.64583719
-.95208377
-.94289029
1.4641273
-.13189387
.62431765
1.6324779
-.064241648
-.011291265
-.10866427
-.92106318
-.93098104
.60528874
.81704903
.29500008
.31890368
.67238474
.21741343
.67224979
-.066688538
-.1563549
-.70103645
.35194135
-.4086051
-.58130407
-.0044333935
-.12246752
.4331336
-.35110259
.01305294
.31371355
.25281572
-.12271357
-.41199875
.29821157
-.67897391
-1.6648798
-1.2106142
-1.11166
6.9258261
-.45716977
-1.4547291
-.64601064
-.92690539
4.8909926
3.0908911
.70233965
-.96805882
-1.3417311
-1.7234032
-2.2647862
-1.4593387
.93762326
-.025175571
-.74329519
2.0890162
-.46827173
-.46658802
.62389517
-.78483534
-1.1623685
-2.1352811
2.9146752
-2.2549591
-.93540436
.36624858
3.2929742
3.0971878
-1.9334412
-2.4120002
