er
-2.1341591
-.52684677
.5036788
-.35327339
-.48617232
1.1387219
.12750983
.28901625
1.4415245
4.1041818
3.2041726
.40773374
-1.4035748
1.2355127
-1.5207272
-1.6933361
-2.4164693
-1.9174935
-.076592207
.35953116
1.4374678
1.7907635
.30841494
-1.1098571
-1.0122793
-.90763474
-.78981376
-.015271425
.053089142
.078363895
.67305541
.14362693
-.61545897
.026577711
-.64798164
.30399871
.69104767
2.1212249
.089572906
.49684739
.099101305
-.83772206
-.92933655
-1.1039653
-.62677026
.10234272
-1.2903728
.12192702
.74540997
-.018705606
.58189392
.46560335
-.51098347
-.19711518
.472857
.021924257
.0095322132
.8012259
.1856544
-.53673577
-.44303155
-.53223896
.020812511
.1581254
-.073004723
.087106228
.60713768
.52715588
-.35485983
-.73161983
-.27830887
.058268547
-.03694725
-.17404604
.40083385
.55900955
.54454947
-.2884841
-.51588631
-.58742523
.098396301
3.5364523
3.4364336
-.036585689
-1.1096113
-.94632125
-1.5313559
-1.1895695
-1.4113548
-.74808717
-.23049307
.091259956
-.010735989
.278584
.07561636
-.15879631
-.25437641
-.23265791
.44159937
1.4966314
.17589259
-.87752438
-.7941277
-.76762629
4.8351774
-.53536367
-1.930052
-1.6030076
.013600826
.15452337
.22194195
.46265841
.5358541
-.29029727
-.41618371
-.49409485
-.18800259
-.046337605
.050788403
-.26115298
.30419207
.47164035
.049423695
.025929451
-.47047639
-.12400699
.57250118
.58911943
.046067238
.071208477
-.17650318
-.50775719
-.23671627
-.3533597
-.0045595169
-.20773458
-.46071362
-.0053172112
.36118746
-.26429486
.22122002
-.22365618
-.15165091
.73095965
.013952732
.093735695
.0097424984
-.24462187
.37542295
-.028985262
-.18858361
-.22507
.19440675
.67522883
.068806171
-.20789385
.59769845
.23463726
-.52036524
-.074708939
-.76128554
-.012117386
-.098341465
-.2950933
-.29273009
-.19687653
.62421417
.02333498
-.25240922
.17585063
.31205058
.1739347
.23793507
-.15125394
.52577424
.11587381
-.53650403
-.29175019
-.69499779
.62098813
1.2921581
1.0304143
.7192781
.65467644
.38944364
-1.541569
-1.056149
-1.0857723
-.4024806
-.59166479
-.012034893
-.17981958
.68362236
.67019105
-.42879653
.0030584335
-.44528365
.30072761
.23934913
.4842732
.24173546
.50503635
.29153848
-.27063274
-.78931165
-.83469439
.13270617
-.1990602
.31973124
.27442789
.54506445
.8261404
-.28986073
-.64387655
-.67661762
