"id","region","year","vybyv","pribyv","coefmigr","migrplus","pop","ipc","avto","longf","longm","long","estprir","infmort","income","goods","gini","belowmin","incgroup","badwater","vrppc","percmin","totsp","famsubs","docload","unemp","lvybyv","lpribyv","lcoefmigr","lmigrplus","lpop","lincome","lbadwater","lvrppc","dlpop","davto","dlongf","dlongm","dlong","destprir","dlincome","dlbadwater","dlvrppc","dtotsp"
3,"Башкорт.",2008,81432,87068,-1.706,13.9,4.057097,0.124,2.003,7.44,6.21,6.81,-0.3,9.383,14.2454,0.83,0.434,11.5,4.9,38.085,15.2640583333333,11.5,20.5,7.5,2.402,0.052,11.3075358752415,11.3744561867446,-0.995471529748596,2.70136121295141,1.62079260324669,2.72427781820686,3.66573876167229,2.78895766297316,0.000586872411262762,0.112,0.0100000000000007,0.0300000000000002,0.0199999999999987,0.6,0.233322829884657,-0.00627425033174145,0.21416016317478,0.5
3,"Башкорт.",2009,71947,78288,-0.64,6341,4.063959,0.083,2.184,7.51,6.33,6.91,0.6,6.987,16.1248,0.791,0.436,11.2,4.8,35.858,13.285725,11.2,21.1,6.5,2.337,0.092,11.1836989148479,11.268162386797,-0.494696241836107,8.75494945509829,1.62214858844259,2.84052770524797,3.60707269140985,2.6592607869325,0.00135598519589797,0.181,0.0699999999999994,0.12,0.0999999999999996,0.9,0.116249887041113,-0.0586660702624484,-0.129696876040667,0.600000000000001
3,"Башкорт.",2010,74996,75557,-7.574,3621,4.070315,0.0964,2.196,7.5,6.31,6.89,0.6,6.943,17.4989,0.795,0.427,12.1,5,34.092,15.5435,12.1,21.5,10.6,2.368,0.089,11.2252033917184,11.2326558522339,-2.14873436817579,8.19478163844336,1.62340294585061,2.91771127085704,3.55797318426614,2.80599327543217,0.00125435740801638,0.0119999999999996,-0.00999999999999979,-0.0199999999999996,-0.0199999999999987,0,0.077183565609062,-0.0490995071437079,0.146732488499678,0.399999999999999
3,"Башкорт.",2011,116618,107232,-31.267,-9386,4.068165,0.0634999999999999,2.235,7.517,6.313,6.904,0.4,6.7,19.0298,0.827,0.426,12.6,5,32.095,19.2761666666667,12.6,22,5.4,2.32,0.076,11.6666674898809,11.582759316068,-3.47404503613957,-9.14708103233699,1.6229788191507,2.99722116460541,3.49938221357089,3.00944614047505,-0.000424126699905436,0.0390000000000001,0.0170000000000003,0.00300000000000011,0.0140000000000002,-0.2,0.0795098937483738,-0.0585909706952514,0.203452865042876,0.5
3,"Башкорт.",2012,141582,132738,-28.952,2812,4.062601,0.0623999999999999,2.387,7.553,6.334,6.932,1.4,7.9,21.2675,0.819,0.428,10.3,5,31.123,23.5765333333333,10.3,22.6,8.5,2.403,0.061,11.8606413965372,11.7961400731474,-3.39959610029518,7.94200680848986,1.62188038285093,3.10312821632389,3.46957228446801,3.20179205811868,-0.00109843629977102,0.152,0.0359999999999996,0.0209999999999999,0.0279999999999987,1,0.105907051718478,-0.0298099291028762,0.192345917643629,0.600000000000001
3,"Башкорт.",2013,148494,151321,-23.966,2827,4.065327,0.0597,2.636,7.584,6.366,6.963,1.5,7.7,23.8923,0.822,0.428,10.3,5,30.51,23.8443083333333,10.4,23.1,6.6,2.388,0.058,11.9083065666244,11.9271652956831,-3.21751489922886,7.94732502701646,1.62241869632745,3.21455851869927,3.45030495576918,3.21262868539662,0.000538313476523333,0.249,0.0310000000000006,0.0319999999999991,0.0309999999999997,0.1,0.111430302375379,-0.0192673286988265,0.0108366272779437,0.5
3,"Башкорт.",2014,157614,153173,-20.472,4035,4.070842,0.1117,2.45,7.599,6.379,6.976,1.7,7.6,25.971,0.822,0.425,10.8,5,29.786,25.564275,10.8,23.7,5.6,2.343,0.061,11.9679106295418,11.939329809092,-3.06674976078927,8.3030093814735,1.62350687876486,3.29476221469933,3.42706004118788,3.27956726798145,0.00108818243741027,-0.186,0.0149999999999988,0.0129999999999999,0.0130000000000017,0.2,0.0802036960000674,-0.0232449145813005,0.0669385825848323,0.599999999999998
4,"Бурятия",2006,27006,23453,-37.629,-36.95,0.965748,0.073,1.086,6.95,5.63,6.25,0.3,12.477,6.9898,0.686,0.399,29.9,5.6,5.241,7.91375833333333,29.74,18.1,3.2,2.554,0.142,10.2038513706439,10.062796335021,-3.65400328972651,-3.63626950384164,0.675872834465596,2.07816572817578,1.83114042595191,2.18759596324518,-0.00162960280574698,0.0999999999999999,0.0800000000000001,0.19,0.15,1.9,0.128420086890947,-0.13022116099544,0.180353319725105,0.200000000000003
4,"Бурятия",2007,28229,25478,-31.455,-3035,0.964869,0.092,1.371,7.05,5.85,6.43,2.7,11.392,8.8457,0.693,0.398,25.2,5.6,4.953,9.2795,25,18.4,3.7,2.444,0.131,10.2481405212475,10.1456098624481,-3.47985451448543,-8.01829613851552,0.675425576432237,2.28703481164573,1.78389529417125,2.33015162071185,-0.000447258033358655,0.285,0.0999999999999996,0.22,0.18,2.4,0.208869083469947,-0.0472451317806528,0.142555657466669,0.299999999999997
4,"Бурятия",2008,26128,23555,-30.201,-26.79,0.965876,0.126,1.418,7.1,5.85,6.45,3.6,8.638,11.2334,0.684,0.407,20.7,5.4,4.594,10.7621166666667,20.5,18.5,3.8,2.505,0.12,10.1708010875948,10.0671358440645,-3.44045014558386,-3.32467624375441,0.675937947507964,2.50416991596885,1.72169459477977,2.4648839149366,0.000512371075727436,0.0470000000000002,0.0499999999999998,0,0.0200000000000005,0.9,0.217135104323116,-0.0622006993914852,0.134732294224745,0.100000000000001
4,"Бурятия",2009,22879,21366,-19.088,-1848,0.968165,0.0798,1.73,7.16,5.96,6.54,4.4,9.011,12.9561,0.66,0.411,19.1,5.3,4.486,10.4310416666667,18.9,19,3.3,2.459,0.137,10.0380184454937,9.96960295474299,-3.00012262185528,-7.52240023138712,0.677101636578977,2.63591668867576,1.70219939251541,2.43633260809576,0.00116368907101294,0.312,0.0599999999999996,0.11,0.0900000000000007,0.8,0.131746772706909,-0.0194952022643564,-0.0285513068408396,0.5
4,"Бурятия",2010,23386,20151,-35.482,10,0.970637,0.0942,1.729,7.25,6.01,6.61,4.3,7.185,14.2707,0.673,0.409,19.2,5.4,4.117,11.4637416666667,19.2,19.2,9.1,2.419,0.104,10.0599355914121,9.91105881803245,-3.59681898826472,2.39789527279837,0.678356840737278,2.72593595969917,1.63256832982295,2.52282376255502,0.00125520415830027,-0.00099999999999989,0.0900000000000007,0.0499999999999998,0.0699999999999985,-0.100000000000001,0.0900192710234142,-0.0696310626924568,0.0864911544592624,0.199999999999999
4,"Бурятия",2011,34731,30376,-49.029,-4763,0.971465,0.0747,1.827,7.226,6.025,6.609,4.3,8.1,15.7155,0.722,0.406,20.1,5.4,0.76,13.17805,20.1,19.9,4.4,2.396,0.09,10.4554167311805,10.3214410220967,-3.91260283729316,-8.46884293047519,0.678776921197994,2.81633643267624,0.56531380905006,2.6516949940171,0.000420080460716732,0.0979999999999999,-0.0239999999999991,0.0150000000000006,-0.000999999999999446,0,0.0904004729770702,-1.06725452077289,0.128871231462081,0.699999999999999
4,"Бурятия",2012,39714,35191,-49.331,255,0.971601,0.0684,1.917,7.289,6.097,6.679,5.1,8.3,17.6877,0.754,0.41,17.7,5.4,3.456,14.1294083333333,17.7,20.2,4.7,2.336,0.079,10.5894842290672,10.4685740630286,-3.91862118945637,5.54517744447956,0.678845903051229,2.92786555343477,1.49425150262498,2.71664042150577,6.89818532351172e-05,0.0899999999999999,0.0629999999999988,0.0719999999999992,0.0700000000000003,0.8,0.111529120758533,0.928937693574923,0.0649454274886714,0.300000000000001
4,"Бурятия",2013,41093,37514,-41.343,-4022,0.972835,0.0748,2.085,7.306,6.232,6.767,5.8,8.4,20.7846,0.725,0.414,16.1,5.3,3.247,15.15235,15.9,20.6,4.3,2.234,0.08,10.623617404426,10.5324961319798,-3.74580311818009,-8.29978317194979,0.679471594551995,3.08120329814309,1.44621285133113,2.7820655499189,0.000625691500766079,0.168,0.0170000000000003,0.135000000000001,0.0880000000000001,0.7,0.153337744708316,-0.0480386512938489,0.0654251284131329,0.400000000000002
4,"Бурятия",2014,41846,40570,-21.297,673,0.976178,0.1184,2.311,7.451,6.272,6.854,6,6.4,22.326,0.714,0.411,16.9,5.3,3.789,15.7771416666667,16.9,21,4,2.258,0.092,10.6417753887603,10.610808804652,-3.10445214026823,6.51323011091231,0.681164676240289,3.14956861826886,1.56632162136047,2.82001734485267,0.00169308168829341,0.226,0.145,0.04,0.0870000000000006,0.2,0.068365320125769,0.120108770029338,0.0379517949337655,0.399999999999999
5,"Дагестан",2006,35152,28091,-26.696,-26.65,2.714228,0.0894,0.543,7.7,6.92,7.32,9.1,14.801,6.1121,0.713,0.371,15.4,6.3,7.481,3.81180833333333,14.9,16.2,1.3,2.572,0.221,10.4674652421032,10.2432401172789,-3.32128799843385,-3.31962572796834,1.31217085038391,1.96179755885516,2.13782836737956,1.57107296634105,0.0112532938044632,0.0179999999999999,-0.0099999999999989,0.0100000000000007,0.0100000000000007,-0.4,0.27753050580041,-0.0339644353644593,0.230826906733827,0.299999999999999
5,"Дагестан",2007,48707,47786,-4.938,-1364,2.762218,0.145,0.563,7.77,7.01,7.4,10.9,14.74,7.7242,0.753,0.376,14.4,6.2,7.477,4.73438333333333,13.84,16.2,0.4,2.622,0.202,10.7935985666269,10.7745089149627,-1.78137237634157,-7.21890970761906,1.32500867709998,2.16610077334024,2.13735661362627,1.74648021791818,0.01283782671607,0.02,0.0700000000000003,0.0899999999999999,0.0800000000000001,1.8,0.204303214485084,-0.000471753753294557,0.175407251577136,0
5,"Дагестан",2008,40841,31027,-35.789,-36.35,2.807562,0.157,0.599,7.76,7.04,7.41,12,13.023,10.5411,0.802,0.381,11.2,6.1,7.498,6.41948333333333,10.6,16.5,1.1,2.611,0.132,10.617466242676,10.3426453016108,-3.605198887448,-3.62033291157883,1.33698908930529,2.44591457716115,2.13983084169262,2.00410942312866,0.0119804122053149,0.036,-0.0100000000000007,0.0300000000000011,0.0099999999999989,1.1,0.279813803820905,0.00247422806635145,0.257629205210475,0.300000000000001
5,"Дагестан",2009,41991,33946,-29.242,-8327,2.847642,0.119,0.652,7.72,7.01,7.37,11.8,14.897,13.2501,0.786,0.39,9.7,5.8,7.609,7.54520833333333,9.1,16.8,0.7,2.661,0.132,10.6452344029321,10.4325557638394,-3.40923168669048,-9.02737861029481,1.34746049313237,2.6567639242339,2.15280816767582,2.14537069699982,0.0104714038270768,0.053,-0.0399999999999991,-0.0300000000000011,-0.0399999999999991,-0.199999999999999,0.210849347072748,0.0129773259831976,0.141261273871161,0.300000000000001
5,"Дагестан",2010,45550,35506,-35.442,233,2.891481,0.1389,0.993,7.77,7,7.39,12.1,14.285,15.6783,0.751,0.398,8.8,5.6,7.741,7.90696666666667,8.8,16.2,3.5,2.549,0.148,10.7265878563439,10.4774851391241,-3.59572195562769,5.4553211153577,1.35878980496931,2.81410847327133,2.16802459959835,2.18683374206782,0.0113293118369393,0.341,0.0499999999999998,-0.00999999999999979,0.0200000000000005,0.299999999999999,0.157344549037437,0.0152164319225334,0.0414630450679985,-0.600000000000001
5,"Дагестан",2011,56247,34718,-75.262,-21994,2.922326,0.0645,1.065,7.785,7.056,7.426,12.9,15.3,18.2781,0.729,0.403,8.3,5.5,7.826,9.41951666666667,8.3,16.5,2.7,2.535,0.127,10.937525763879,10.4550423665162,-4.33417478015423,-9.99857043378282,1.36668484517651,2.95896973660841,2.17770191084736,2.34368065009265,0.00789504020720511,0.072,0.0149999999999988,0.056,0.0359999999999996,0.800000000000001,0.144861263337078,0.00967731124900473,0.156846908024828,0.300000000000001
5,"Дагестан",2012,63373,39415,-82.631,291,2.938242,0.0739,1.213,7.81,7.156,7.49,13.4,15.2,20.7299,0.729,0.407,7,5.4,7.938,10.6273916666667,7,16.9,3.8,2.551,0.117,11.0568089616763,10.5819271042238,-4.42641426475349,5.67675380226828,1.37073443084277,3.07868919232494,2.19031185051126,2.45336366507995,0.00404958566625857,0.148,0.0250000000000004,0.100000000000001,0.0640000000000001,0.5,0.119719455716526,0.0126099396639039,0.109683014987304,0.399999999999999
5,"Дагестан",2013,63297,41797,-74.112,-21900,2.954976,0.0439,1.325,7.882,7.231,7.563,13.3,12.7,21.7166,0.782,0.391,10.1,5.8,7.733,12.7717416666667,10.1,17.1,2.4,2.539,0.116,11.0556090120565,10.6406037704782,-4.31898033295625,-9.99428757686257,1.37497453293319,3.12309593476726,2.1671089534316,2.62261878743414,0.00424010209041814,0.112,0.0720000000000001,0.0749999999999993,0.0729999999999995,-0.0999999999999996,0.0444067424423267,-0.0232028970796638,0.169255122354194,0.200000000000003
5,"Дагестан",2014,57962,44018,-49.306,734,2.977144,0.1051,1.543,7.895,7.256,7.583,13.6,12.3,23.423,0.809,0.391,10.1,5.8,7.774,15.0687,10.1,17.7,1.6,2.505,0.108,10.9675601549295,10.6923766378756,-3.91812435428612,6.59987049921284,1.38056397376719,3.19552531125995,2.17179280274402,2.77687328039751,0.00558944083399626,0.218,0.0130000000000008,0.0250000000000004,0.0200000000000005,0.299999999999999,0.072429376492686,0.0046838493124266,0.154254492963361,0.599999999999998
6,"Ингушет.",2006,3167,3305,3.422,2.82,0.412065,0.1078,0.673,7.7,6.88,7.3,13.5,31.401,3.5688,0.382,0.34,45.7,7.1,0.186,1.82686666666667,56.44,10.7,1.1,3.525,0.578,8.06085575293432,8.10349427838097,1.48659208243525,1.34025042261848,0.345053172005853,1.51925058836852,0.170586300575534,1.03916891334969,-0.00949681581195727,0.0669999999999999,0.0200000000000005,-0.11,-0.0499999999999998,1.9,0.200887162789199,0.023028736217919,0.141887723347113,0.0999999999999996
6,"Ингушет.",2007,3424,3598,2.852,174,0.40668,0.098,0.723,7.9,7.1,7.52,16.4,19.021,4.8867,0.448,0.348,33.5,6.9,0.189,3.44505833333333,44.8,11,0.6,3.391,0.466,8.13885675069633,8.18841130807903,1.34859249393588,5.16478597392351,0.341232318007874,1.77269556900583,0.173112617708645,1.49179299223934,-0.00382085399797877,0.05,0.2,0.22,0.220000000000001,2.9,0.253444980637312,0.00252631713311119,0.452624078889651,0.300000000000001
6,"Ингушет.",2008,4555,5489,20.691,18.54,0.407915,0.169,0.818,7.97,7.21,7.61,18.8,15.002,6.9092,0.378,0.346,27.6,6.9,0.126,3.91685833333333,37.6,10.9,0.1,3.284,0.533,8.42420032456707,8.61068353450358,3.0768974279715,2.97246364661464,0.342109886595368,2.06802663886454,0.118671529717499,1.59266977640875,0.000877568587494104,0.095,0.0700000000000003,0.109999999999999,0.089999999999999,2.4,0.295331069858709,-0.0544410879911463,0.10087678416941,-0.0999999999999996
6,"Ингушет.",2009,4918,5826,20.903,908,0.410473,0.12,1.099,7.74,7.03,7.41,18.7,11.553,8.0005,0.358,0.35,26,6.8,0.314,3.84786666666667,36.1,10.9,0.2,3.177,0.532,8.50086053679534,8.67025756714308,3.08662361374206,6.81234509417748,0.343925109128526,2.19728013134862,0.273075920062419,1.57853874563853,0.00181522253315813,0.281,-0.23,-0.18,-0.2,-0.100000000000001,0.129253492484085,0.15440439034492,-0.0141310307702167,0
6,"Ингушет.",2010,4471,6198,40.931,1727,0.41313,0.0606999999999999,0.97,7.8,7.09,7.47,22.6,12.84,9.63,0.335,0.359,22.1,6.6,0.267,4.01993333333333,22.1,13.9,6.9,2.959,0.498,8.40559101483493,8.73214326770192,3.73602541017088,7.454719949364,0.345807102301246,2.36368019235386,0.236651901339002,1.61341665340297,0.00188199317271948,-0.129,0.0599999999999996,0.0600000000000014,0.0600000000000014,3.9,0.166400061005235,-0.0364240187234169,0.034877907764441,3
6,"Ингушет.",2011,9291,14478,142.529,5187,0.42251,0.038,1.055,7.966,7.237,7.629,23,13.1,11.5622,0.371,0.371,18.5,6.3,0.428,5.297475,18.5,13.5,1.9,2.929,0.481,9.1369090938903,9.58045460278142,4.96653710537446,8.55410354543633,0.352422916870617,2.53069230493713,0.356274863917393,1.84014875940745,0.00661581456937071,0.085,0.165999999999999,0.146999999999999,0.159,0.399999999999999,0.167012112583277,0.119622962578391,0.226732106004479,-0.4
6,"Ингушет.",2012,7979,11984,87.562,167,0.436375,0.0523999999999999,1.176,8.072,7.443,7.78,17.7,12.2,12.3216,0.364,0.377,17.1,6.2,0.415,7.144825,17.1,13.3,2.5,2.738,0.477,8.98469369044386,9.39141114686849,4.48370287170455,5.12396397940326,0.362122578595661,2.58938677801852,0.347129531095201,2.09738275624922,0.00969966172504416,0.121,0.106,0.206,0.150999999999999,-5.3,0.0586944730813856,-0.00914533282219165,0.257233996841767,-0.199999999999999
