X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83
10615,6765,8720,4568,10396,10987,10440,10132,10507,10514,9499,10620,9400,9634,1867,10406,9248,6728,9070,6453,9410,6982,3903,872,10784,6053,8760,4927,10397,4169,3597,10455,9814,10303,6255,9875,10003,9976,10048,9888,5011,11297,10254,6587,10401,9854,8036,10272,10765,9961,0,10062,11376,9647,10597,6845,7483,8972,10257,9531,10797,9981,9979,9171,9632,1499,8394,10458,9826,10233,6632,10167,8125,9334,8301,9935,10062,10765,1487,3985,10183,8715
1653,3669,1612,5597,2101,1762,1862,1862,1647,920,1475,2806,970,731,7667,1912,925,3767,1228,4110,877,3475,6151,6776,1500,4053,1467,8840,1609,8075,7526,1207,1613,806,463,302,1177,573,689,394,5141,1246,272,3592,993,406,2127,646,639,610,10062,0,1947,552,604,3291,2664,1509,492,819,686,1214,306,1127,960,9344,1766,476,580,165,3599,305,2092,982,2018,360,0,639,6193,7902,2369,2601
3530,4984,3068,6739,3948,3629,3739,3739,3524,1027,1993,3618,2663,2424,9565,3789,2618,5507,2452,5252,2570,4617,7293,5747,3377,5195,2532,9982,3486,9217,8668,1137,3460,2646,2243,2012,3024,1513,2536,1874,6283,2395,2119,4734,2058,1357,3269,2518,1420,2457,11376,1947,0,2164,1491,4433,3806,3249,2364,2592,1671,3091,2148,2867,2807,10486,2908,2100,2427,1782,4741,2177,3234,2722,3160,1734,1947,1420,4893,9044,3181,3880
2187,3255,1252,5137,1998,1782,2141,2060,1926,1263,1149,2554,571,324,7831,2120,526,3407,829,3650,478,3015,5691,6481,1779,3593,930,8380,1807,7615,7066,1285,1510,1138,858,829,1211,643,911,296,4681,1665,667,3132,456,579,1667,978,1023,832,9647,552,2164,0,988,2831,2204,1149,824,492,233,1493,523,767,834,8884,1306,871,802,640,3139,637,1632,622,1558,430,552,1023,5991,7442,2117,2139
2187,4205,2143,5847,2635,2298,2396,2396,2181,464,1539,2924,1487,1248,8784,2446,1442,4298,1560,4360,1394,3725,6401,6741,2034,4303,1640,9090,2143,8325,7776,1271,2147,1285,882,829,1711,637,1223,698,5391,957,776,3842,1166,579,2377,1162,183,1144,10597,604,1491,988,0,3541,2914,2040,1008,1350,233,1748,837,1658,1494,9594,2016,619,1114,439,3849,834,2342,1513,2268,658,604,183,6021,8152,2487,2940
4013,449,1906,2306,3606,4037,3770,4086,3971,3765,3096,3670,2531,2788,5032,3728,2400,3025,2129,827,2620,228,2860,4704,3889,762,1911,5549,3833,4784,4235,3554,3118,3679,3601,3065,3237,3012,3353,3093,1850,4319,3410,301,2386,2974,1167,3599,3576,3274,6845,3291,4433,2831,3541,0,627,2286,3530,2756,3623,3763,3212,2429,2809,6053,1525,3614,3100,3383,308,3365,1199,2536,1425,3053,3291,3576,4874,4611,3233,1765
3386,1091,1279,2933,2979,3384,3143,3459,3344,3138,2469,3017,1904,2161,5672,3101,1773,2817,1502,1446,1993,821,3487,5221,3262,1389,1284,6176,3206,5411,4862,2927,2491,3052,2974,2438,2610,2385,2726,2466,2477,3692,2783,928,1759,2347,540,2972,2949,2647,7483,2664,3806,2204,2914,627,0,1659,2903,2129,2996,3136,2585,1802,2182,6680,898,2987,2473,2756,935,2738,572,1909,798,2426,2664,2949,5237,5238,2580,1113
1961,2586,409,4592,1758,2058,1922,2034,1955,2348,2120,3044,956,825,7165,1880,911,2258,1005,2975,1031,2283,5146,6372,1837,3048,1260,7835,1781,7070,6521,2370,1270,1668,1643,1330,1185,1736,1342,1381,4136,2562,1473,2587,1410,1506,1119,1588,2075,1263,8972,1509,3249,1149,2040,2286,1659,0,1519,745,2121,1711,1203,418,776,8339,1016,1761,1089,1601,2594,1354,1291,642,861,1515,1509,2075,6155,6897,2608,1866
1218,3865,1624,5836,1675,2187,1427,1427,1212,1337,1838,3177,1233,892,7906,1477,1188,3707,1491,4349,1140,3714,6390,7087,1065,4292,1754,9079,1174,8314,7765,1570,1348,314,133,715,912,936,361,718,5372,1166,320,3831,1280,807,2363,154,1056,273,10257,492,2364,824,1008,3530,2903,1519,0,774,950,779,462,1137,827,9583,2029,389,447,582,3838,191,2355,1138,2105,722,492,1056,6518,8141,2740,2971
1498,3150,850,5062,1509,1379,1673,1571,1492,1666,1641,2866,635,168,7724,1631,590,3003,893,3575,542,2940,5616,6708,1374,3518,1260,8305,1318,7540,6991,1713,1021,926,898,673,722,1079,600,724,4606,1817,728,3057,948,849,1589,846,1385,521,9531,819,2592,492,1350,2756,2129,745,774,0,1431,1136,515,363,345,8809,1431,1016,347,911,3064,609,1757,403,1331,858,819,1385,6289,7367,2429,2320
2167,4416,224,5929,2624,2487,2376,2376,2161,644,1743,3160,1568,1329,7999,2426,1523,4380,1641,4442,1475,3807,6483,6899,2014,4385,1721,9172,2123,8407,7858,1475,2228,1226,823,910,1792,841,1304,779,5473,724,839,3924,1247,660,2458,1103,311,1216,10797,686,1671,233,233,3623,2996,2121,950,1431,0,1728,919,1739,1575,9676,2097,561,1196,521,3931,916,2423,1594,2349,740,686,311,6144,8234,2724,3177
439,3589,1857,6069,896,697,648,648,433,2064,2507,3882,1724,1301,8256,698,1679,3686,1982,4582,1675,3947,6623,6582,286,4525,2349,9312,395,8547,7998,2239,995,575,911,1243,545,1605,653,1387,5613,1814,473,4064,1949,1476,2596,625,1783,737,9981,1214,3091,1493,1748,3763,3136,1711,779,1136,1728,0,1021,1370,954,9816,2464,1168,891,1309,4071,943,2768,1410,2338,1392,1214,1783,6005,8374,3445,3220
1450,3587,1306,5518,1802,1645,1659,1659,1444,1153,1537,2979,897,430,7588,1709,852,3461,1155,4031,804,3396,6072,6796,1297,3974,1453,8761,1406,7996,7447,1269,1314,716,571,273,878,635,390,417,5054,1423,389,3513,979,506,2045,616,872,311,9979,306,2148,523,837,3212,2585,1203,462,515,919,1021,0,821,661,9265,1693,629,281,398,3520,282,2019,676,1787,421,306,872,6265,7823,2542,2560
1620,2784,523,4735,1444,1643,1608,1693,1614,1966,1916,2849,574,443,7358,1566,529,2676,832,3248,649,2613,5289,6487,1496,3191,1199,7978,1440,7213,6664,1988,956,1286,1261,948,844,1354,960,999,4279,2180,1091,2730,1223,1124,1262,1206,1693,881,9171,1127,2867,767,1658,2429,1802,418,1137,363,1739,1370,821,0,416,8482,1130,1379,707,1219,2737,972,1434,260,1004,1133,1127,1693,6155,7040,2412,1957
1204,3240,903,5115,1164,1167,1328,1277,1198,1810,1983,3038,770,510,7869,1286,725,2880,1028,3628,845,2993,5669,6807,1080,3571,1395,8358,1024,7593,7044,1928,676,959,954,932,428,1294,633,1066,4659,1911,859,3110,1290,1165,1642,879,1529,554,9632,960,2807,834,1494,2809,2182,776,827,345,1575,954,661,416,0,8862,1510,1110,380,1055,3117,740,1814,456,1384,1081,960,1529,6434,7420,2601,2379
10066,4036,7959,4153,9659,10610,9823,10139,10024,9818,9149,10243,8584,8841,1867,9781,8453,9009,8182,5520,8673,6212,3599,1319,9942,5291,7964,2118,9886,1353,2036,9607,9171,9732,9654,9118,9290,9065,9406,9146,4465,10372,9463,6042,8439,9027,7220,9652,9629,9327,1499,9344,10486,8884,9594,6053,6680,8339,9583,8809,9676,9816,9265,8482,8862,0,7578,9667,9153,9436,5903,9418,7252,8589,7478,9106,9344,9629,2870,1442,9806,8338
2714,2003,607,3831,2433,2584,2597,2787,2708,2240,1571,2837,1006,1263,6582,2555,875,2902,604,2344,1095,1709,4385,5726,2590,2287,386,7074,2534,6309,5760,2029,1945,2343,2076,1540,1938,1487,2028,1568,3375,2794,1885,1826,861,1449,361,2183,2041,1949,8394,1766,2908,1306,2016,1525,898,1016,2029,1431,2097,2464,1693,1130,1510,7578,0,2089,1775,1858,1833,1842,326,1110,252,1528,1766,2041,5489,6136,2400,997
1607,4066,1866,5920,2064,1975,1816,1816,1601,1073,1851,3205,1293,1054,7990,1866,1248,3990,1551,4433,1200,3798,6474,7064,1454,4376,1801,9163,1563,8398,7849,1583,1731,666,263,621,1295,949,744,765,5464,801,340,3915,1327,782,2450,543,745,656,10458,476,2100,871,619,3614,2987,1761,389,1016,561,1168,629,1379,1110,9667,2089,0,730,476,3922,421,2415,1305,2341,736,476,745,6405,8225,2768,2999
1313,3435,1194,5406,1544,1446,1522,1503,1307,1430,1816,3134,979,512,8378,1572,934,3260,1237,3919,886,3284,5960,6897,1160,3862,1604,8649,1250,7884,7335,1548,1056,601,574,552,654,914,253,696,4950,1531,479,3401,1258,785,1933,499,1149,174,9826,580,2427,802,1114,3100,2473,1089,447,347,1196,891,281,707,380,9153,1775,730,0,675,3408,360,2101,747,1675,701,580,1149,6425,7711,2697,2608
1748,3841,1704,5689,2196,1936,1957,1957,1742,755,1540,2849,1062,823,7759,2007,1017,3859,1320,4202,969,3567,6243,6738,1595,4145,1529,8932,1704,8167,7618,1272,1708,896,528,390,1272,638,784,459,5233,1139,337,3684,1055,468,2219,736,474,705,10233,165,1782,640,439,3383,2756,1601,582,911,521,1309,398,1219,1055,9436,1858,476,675,0,3691,395,2184,1074,2110,425,165,474,6111,7994,2412,2711
4321,708,2214,2156,3914,4291,4078,4394,4279,4073,3404,3924,2839,3096,4819,4036,2708,3328,2437,887,2928,531,2710,4515,4197,612,2219,5399,4141,4634,4085,3862,3426,3987,3909,3373,3545,3320,3661,3401,1700,4627,3718,297,2694,3282,1475,3907,3884,3582,6632,3599,4741,3139,3849,308,935,2594,3838,3064,3931,4071,3520,2737,3117,5903,1833,3922,3408,3691,0,3673,1507,2844,1733,3361,3599,3884,4668,4461,3487,2019
1382,3775,1459,5671,1839,1591,1591,1591,1376,1150,1651,2998,1046,712,7741,1641,1001,3612,1304,4184,953,3549,6225,6917,1229,4127,1567,8914,1338,8149,7600,1383,1393,505,303,387,957,749,469,531,5215,1222,133,3666,1093,620,2198,345,869,342,10167,305,2177,637,834,3365,2738,1354,191,609,916,943,282,972,740,9418,1842,421,360,395,3673,0,2168,958,1940,536,305,869,6357,7976,2561,2792
3018,1732,911,3505,2611,2886,2775,3091,2976,2566,1897,2391,1332,1589,6312,2733,1201,3080,930,2018,1421,1383,4059,5472,2894,1961,712,6748,2838,5983,5434,2355,2123,2669,2402,1866,1938,1813,2354,1894,3049,3120,2211,1500,1187,1775,530,2509,2377,2275,8125,2092,3234,1632,2342,1199,572,1291,2355,1757,2423,2768,2019,1434,1814,7252,326,2415,2101,2184,1507,2168,0,1436,430,1854,2092,2377,5305,5810,5018,672
1660,2943,630,4842,1620,1613,1784,1733,1654,1821,1687,2604,314,298,7522,1742,269,2900,572,3355,389,2720,5396,6469,1536,3298,939,8085,1480,7320,6771,1843,1132,1326,1247,803,884,1209,1000,854,4386,2099,1065,2837,977,979,1369,1246,1548,921,9334,982,2722,622,1513,2536,1909,642,1138,403,1594,1410,676,260,456,8589,1110,1305,747,1074,2844,958,1436,0,1111,988,982,1548,6087,7147,2167,2100
2588,1914,481,3731,2181,2457,2345,2661,2546,2492,1823,3039,1258,1409,6488,2303,1127,2650,856,2244,1347,1609,4285,5810,2462,2187,638,6974,2408,6209,5660,2281,1693,2254,2229,1792,1812,1739,1928,1820,3275,3046,2059,1726,1113,1701,258,2174,2303,1849,8301,2018,3160,1558,2268,1425,798,861,2105,1331,2349,2338,1787,1004,1384,7478,252,2341,1675,2110,1733,1940,430,1111,0,1780,2018,2303,5626,6036,2603,1079
1831,3543,1618,5359,2222,2036,2040,2040,1825,933,1123,2533,929,690,7429,2090,884,3773,1072,3872,836,3237,5913,6526,1678,3815,1152,8602,1787,7837,7837,855,1734,1037,723,278,1298,221,810,140,4903,1436,532,3354,678,91,1889,876,693,731,9935,360,1734,430,658,3053,2426,1515,722,858,740,1392,421,1133,1081,9106,1528,736,701,425,3361,536,1854,988,1780,0,360,693,5949,7664,2096,2342
1653,3669,1612,5597,2101,1762,1862,1862,1647,920,1475,2806,970,731,7667,1912,925,3767,1228,4110,877,3475,6151,6776,1500,4053,1467,8840,1609,8075,7526,1207,1613,806,463,302,1177,573,689,394,5141,1246,272,3592,993,406,2127,646,639,610,10062,0,1947,552,604,3291,2664,1509,492,819,686,1214,306,1127,960,9344,1766,476,580,165,3599,305,2092,982,2018,360,0,639,6193,7902,2369,2601
2222,4382,2178,5882,2670,2475,2431,2431,2216,393,1492,2988,1522,1283,8961,2481,1477,4333,1595,4395,1429,3760,6436,6639,2069,4338,1675,9125,2178,8360,7811,1224,2182,1338,935,864,1746,590,1258,733,5426,1035,811,3877,1201,614,2412,1210,0,1179,10765,639,1420,1023,183,3576,2949,2075,1056,1385,311,1783,872,1693,1529,9629,2041,745,1149,474,3884,869,2377,1548,2303,693,639,0,5886,8187,2551,3142
7308,5023,5834,4084,7277,11085,7335,7022,7299,5622,5288,1977,5865,6183,2342,7353,5918,4684,5703,4641,5931,4988,3793,1679,7293,4389,5504,3701,7215,3075,3272,5225,6914,6758,6524,6094,6766,5784,6588,5991,4198,6592,6352,4720,6436,5913,5472,6648,5886,6479,1487,6193,4893,5991,6021,4874,5237,6155,6518,6289,6144,6005,6265,6155,6434,2870,5489,6405,6425,6111,4668,6357,5305,6087,5626,5949,6193,5886,0,3145,8605,5960
8624,5221,6517,2711,8217,8885,8381,8697,8582,8376,7707,8517,7142,7399,2170,8339,7011,7567,6740,4078,7231,4770,2157,1854,8500,3849,6522,938,8444,173,594,8165,7729,8290,8212,7676,7848,7623,7964,7704,3023,8930,8021,4600,6997,7585,5778,8210,8187,7885,3985,7902,9044,7442,8152,4611,5238,6897,8141,7367,8234,8374,7823,7040,7420,1442,6136,8225,7711,7994,4461,7976,5810,7147,6036,7664,7902,8187,3145,0,8080,6613
3719,3678,2304,5505,3805,4205,3676,3267,3648,2564,1153,1551,1847,2282,8247,3761,1997,4697,1964,4308,1939,3460,6151,8576,3715,4018,2049,9019,3538,8263,7738,1986,1986,3043,2765,2295,2973,1898,2886,2188,5073,3388,2564,3488,1564,2124,2765,2901,2551,2717,10183,2369,3181,2117,2487,3233,2580,2608,2740,2429,2724,3445,2542,2412,2601,9806,2400,2768,2697,2412,3487,2561,5018,2167,2603,2096,2369,2551,8605,8080,0,1648
3497,2210,1507,4037,3583,3540,3454,3045,3426,3026,2055,2085,1816,2187,6779,3539,1871,3229,1439,2840,1900,1993,4684,7108,3491,2550,1168,7551,3316,6795,6270,2769,3176,3085,2996,2429,2751,2489,2825,2322,3606,3885,2795,2021,1653,2258,862,3058,3142,2744,8715,2601,3880,2139,2940,1765,1113,1866,2971,2320,3177,3220,2560,1957,2379,8338,997,2999,2608,2711,2019,2792,672,2100,1079,2342,2601,3142,5960,6613,1648,0
