"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83"
0,0.000236798484489699,0.000474608448030375,0.000158252888115208,0.0013869625520111,0.00196463654223969,0.00211416490486258,0.00165289256198347,0.00387596899224806,0.000399520575309628,0.000339443312966735,0.000240615976900866,0.000506585612968592,0.000601322910402886,0.000113623451880468,0.00191204588910134,0.000518403317781234,0.000263019463440295,0.000448028673835125,0.00020746887966805,0.000490918016691213,0.000242248062015504,0.000145496871817256,0.000130089761935736,0.00387596899224806,0.000209424083769634,0.000384763370527126,0.000104580631667015,0.00284090909090909,0.000113675116516994,0.000121241513094083,0.000373412994772218,0.000987166831194472,0.000986193293885602,0.000740740740740741,0.000594530321046373,0.00125786163522013,0.000489236790606654,0.000929368029739777,0.000547645125958379,0.000170561146170902,0.000443852640923213,0.000666222518321119,0.000231803430690774,0.000418760469011725,0.000522193211488251,0.000351370344342937,0.00093984962406015,0.00045004500450045,0.000850340136054422,9.42063118228921e-05,0.000604960677555959,0.00028328611898017,0.000457247370827618,0.000457247370827618,0.00024919013207077,0.000295333727111636,0.000509943906170321,0.000821018062397373,0.000667556742323097,0.000461467466543609,0.00227790432801822,0.000689655172413793,0.000617283950617284,0.000830564784053156,9.93443274389032e-05,0.000368459837877671,0.000622277535780958,0.000761614623000762,0.0005720823798627,0.000231427910205971,0.000723589001447178,0.000331345261762757,0.000602409638554217,0.000386398763523957,0.000546149645002731,0.000604960677555959,0.00045004500450045,0.000136836343732895,0.00011595547309833,0.000268889486421081,0.000285959393766085
0.000236798484489699,0,0.000429553264604811,0.000384467512495194,0.00024975024975025,0.000223114680946006,0.00024703557312253,0.000267665952890792,0.000243013365735115,0.000310462589257994,0.000320821302534488,0.000243072435585805,0.000332446808510638,0.000315159155373464,0.000185666542888971,0.000249128051818635,0.000350140056022409,0.000607164541590771,0.000374672161858374,0.000801282051282051,0.000330687830687831,0.00389105058365759,0.000308071472581639,0.000212494687632809,0.000227686703096539,0.000900900900900901,0.000422297297297297,0.000162337662337662,0.00024981264051961,0.000184945441094877,0.000206868018204386,0.00024612355402412,0.000292226767971946,0.000255754475703325,0.000293083235638921,0.000338409475465313,0.000274273176083379,0.000279017857142857,0.000273522975929978,0.00028604118993135,0.000445235975066785,0.000203873598369011,0.000258933195235629,0.00174520069808028,0.000249438762783737,0.000288683602771363,0.000608272506082725,0.000257731958762887,0.000228206298493838,0.000279798545047566,0.000147819660014782,0.000272553829381303,0.000200642054574639,0.000307219662058372,0.000237812128418549,0.0022271714922049,0.000916590284142988,0.000386697602474865,0.000258732212160414,0.000317460317460317,0.000226449275362319,0.000278629144608526,0.000278784499581823,0.000359195402298851,0.000308641975308642,0.000247770069375619,0.000499251123315027,0.000245941957697983,0.000291120815138282,0.000260348867482426,0.00141242937853107,0.000264900662251656,0.000577367205542725,0.000339789330615019,0.000522466039707419,0.000282246683601468,0.000272553829381303,0.000228206298493838,0.000199084212621939,0.00019153418885271,0.000271886895051658,0.000452488687782805
0.000474608448030375,0.000429553264604811,0,0.000237416904083571,0.000508388408744281,0.00048780487804878,0.000469263256687001,0.000458715596330275,0.000475963826749167,0.000416666666666667,0.000577700751010976,0.000364830353885443,0.00105932203389831,0.00107758620689655,0.000144780657304184,0.000478697941598851,0.00112739571589628,0.000374953130858643,0.00162337662337662,0.00036697247706422,0.00098135426889107,0.000478468899521531,0.000209819555182543,0.000163988192850115,0.000504286434694907,0.000374812593703148,0.00117508813160987,0.000134138162307176,0.000518941359626362,0.000149476831091181,0.000162839928350432,0.000456829602558246,0.000676132521974307,0.000564015792442188,0.0005720823798627,0.000697836706210747,0.000751314800901578,0.000607164541590771,0.000691085003455425,0.000673854447439353,0.000266240681576145,0.000374953130858643,0.000633713561470215,0.000453103760761214,0.000979431929480901,0.000621504039776259,0.0013531799729364,0.000590667454223272,0.000459136822773186,0.000730994152046784,0.000114678899082569,0.000620347394540943,0.000325945241199478,0.000798722044728434,0.000466635557629491,0.000524658971668416,0.000781860828772478,0.00244498777506112,0.00061576354679803,0.00117647058823529,0.00446428571428571,0.00053850296176629,0.000765696784073507,0.00191204588910134,0.00110741971207087,0.000125643925116221,0.00164744645799012,0.000535905680600214,0.000837520938023451,0.000586854460093897,0.0004516711833785,0.000685400959561343,0.00109769484083425,0.00158730158730159,0.00207900207900208,0.000618046971569839,0.000620347394540943,0.000459136822773186,0.000171408981830648,0.000153444836581249,0.000434027777777778,0.0006635700066357
0.000158252888115208,0.000384467512495194,0.000237416904083571,0,0.00016914749661705,0.000158503724837534,0.000164581961816985,0.000156445556946183,0.000159311773140035,0.000164717509471257,0.000185116623472788,0.000168293503870751,0.000206739714699194,0.000196309383588536,0.000363108206245461,0.000165727543917799,0.000212494687632809,0.000190041809198024,0.000225479143179256,0.000564015792442188,0.000203004466098254,0.000405679513184584,0.00180505415162455,0.000294811320754717,0.000161420500403551,0.000647668393782383,0.000237135404315864,0.000274047684297068,0.000162892979312592,0.000346740638002774,0.000428265524625268,0.000170648464163823,0.000184365781710914,0.000167084377610693,0.000169290672083968,0.00018618506795755,0.000180407721450478,0.000188040616773223,0.000176709666018731,0.000185219485089831,0.00219298245614035,0.000150943396226415,0.000174947515745276,0.000435729847494553,0.000213128729752771,0.000189393939393939,0.000287935502447452,0.000169348010160881,0.000170010200612037,0.00017921146953405,0.000218914185639229,0.000178667143112382,0.000148389968838107,0.00019466614755694,0.00017102787754404,0.000433651344319167,0.000340947834981248,0.000217770034843206,0.000171350239890336,0.000197550375345713,0.000168662506324844,0.000164771791069369,0.000181225081551287,0.000211193241816262,0.000195503421309873,0.000240789790512882,0.000261028452101279,0.000168918918918919,0.000184979652238254,0.000175777816839515,0.000463821892393321,0.000176335743255158,0.000285306704707561,0.000206526228831062,0.000268024658268561,0.000186601977980967,0.000178667143112382,0.000170010200612037,0.000244857982370225,0.000368867576540022,0.000181653042688465,0.00024770869457518
0.0013869625520111,0.00024975024975025,0.000508388408744281,0.00016914749661705,0,0.00387596899224806,0.00277777777777778,0.00126262626262626,0.0017825311942959,0.000338868180277872,0.000317762948840165,0.000235737859500236,0.000517063081695967,0.000597371565113501,0.00011650937900501,0.00347222222222222,0.000529380624669137,0.000305157155935307,0.000456204379562044,0.000232828870779977,0.000497760079641613,0.000277546489036914,0.000154655119084442,0.000133618385889898,0.00126422250316056,0.000228937728937729,0.000390777647518562,0.000109229929000546,0.00141442715700141,0.000119189511323004,0.000127534753220253,0.000325839035516455,0.00204918032786885,0.000679809653297077,0.000553403431101273,0.000482392667631452,0.00106609808102345,0.000410677618069815,0.000652315720808871,0.0004510599909788,0.000183284457478006,0.0003690036900369,0.000510725229826353,0.000255950857435372,0.000407497962510187,0.000433651344319167,0.000410004100041,0.000657462195923734,0.000374531835205993,0.000639795265515035,9.61908426317815e-05,0.000475963826749167,0.000253292806484296,0.0005005005005005,0.000379506641366224,0.000277315585135885,0.000335683115139308,0.000568828213879408,0.000597014925373134,0.000662690523525514,0.00038109756097561,0.00111607142857143,0.000554938956714761,0.000692520775623269,0.000859106529209622,0.00010353038616834,0.00041101520756268,0.000484496124031008,0.000647668393782383,0.000455373406193078,0.000255493101686254,0.000543773790103317,0.000382995021064726,0.000617283950617284,0.000458505272810637,0.00045004500450045,0.000475963826749167,0.000374531835205993,0.000137419266181119,0.00012169891687964,0.00026281208935611,0.000279095729835334
0.00196463654223969,0.000223114680946006,0.00048780487804878,0.000158503724837534,0.00387596899224806,0,0.00847457627118644,0.00200803212851406,0.00334448160535117,0.000358937544867193,0.000382116927779901,0.000238151940938319,0.000520562207183758,0.0006635700066357,0.000110485029278533,0.0357142857142857,0.000545553737043099,0.000181785129976368,0.000462107208872458,0.000195618153364632,0.000543478260869565,0.000234521575984991,0.000143760782058654,0.000106609808102345,0.00161812297734628,0.000207382828701783,0.000401445202729827,0.000101801893515219,0.0026246719160105,0.000110290062865336,0.000118609892064998,0.000333555703802535,0.00174216027874564,0.000723065798987708,0.000580720092915215,0.000525486074619023,0.00125944584382872,0.000447828034034931,0.000797448165869219,0.000496524329692155,0.000170125893160939,0.000366300366300366,0.000589275191514437,0.000232991612301957,0.000442477876106195,0.000474608448030375,0.00036563071297989,0.000675219446320054,0.000404040404040404,0.00072992700729927,9.10166560480568e-05,0.000567536889897843,0.000275558004960044,0.000561167227833895,0.000435161009573542,0.00024770869457518,0.000295508274231678,0.000485908649173955,0.000457247370827618,0.000725163161711385,0.000402090872537193,0.00143472022955524,0.00060790273556231,0.000608642726719416,0.000856898029134533,9.42507068803016e-05,0.000386996904024768,0.000506329113924051,0.000691562932226833,0.000516528925619835,0.000233045910044279,0.000628535512256443,0.000346500346500347,0.000619962802231866,0.000407000407000407,0.000491159135559921,0.000567536889897843,0.000404040404040404,9.021199819576e-05,0.000112549240292628,0.000237812128418549,0.000282485875706215
0.00211416490486258,0.00024703557312253,0.000469263256687001,0.000164581961816985,0.00277777777777778,0.00847457627118644,0,0.00183823529411765,0.00319488817891374,0.000368731563421829,0.000316957210776545,0.000243131534159981,0.000476644423260248,0.000544069640914037,0.000115915150110119,0.00757575757575758,0.000487092060399416,0.000290613193839,0.000424448217317487,0.000224265530387979,0.000460193281178095,0.000265463233342182,0.000150829562594268,0.000131095962244363,0.00184162062615101,0.000220653133274493,0.000367242012486228,0.000107307651035519,0.00217864923747277,0.000116904372223521,0.000124921923797626,0.000346380325597506,0.00153374233128834,0.000817661488143908,0.00064143681847338,0.000528820729772607,0.00099601593625498,0.000443852640923213,0.000778210116731518,0.000491400491400491,0.000177935943060498,0.000406173842404549,0.000584795321637427,0.000245639891918448,0.000385059684251059,0.000470809792843691,0.000384172109104879,0.000785545954438335,0.000411353352529823,0.000722021660649819,9.57854406130268e-05,0.000537056928034372,0.000267451190157796,0.000467071461933676,0.000417362270450751,0.00026525198938992,0.000318167356029271,0.000520291363163372,0.000700770847932726,0.000597728631201434,0.000420875420875421,0.00154320987654321,0.000602772754671489,0.000621890547263682,0.000753012048192771,0.000101801893515219,0.000385059684251059,0.000550660792951542,0.000657030223390276,0.000510986203372509,0.000245218244237371,0.000628535512256443,0.00036036036036036,0.000560538116591928,0.000426439232409382,0.000490196078431373,0.000537056928034372,0.000411353352529823,0.000136332651670075,0.000119317503877819,0.000272034820457019,0.000289519397799653
0.00165289256198347,0.000267665952890792,0.000458715596330275,0.000156445556946183,0.00126262626262626,0.00200803212851406,0.00183823529411765,0,0.00166944908180301,0.000368731563421829,0.000316957210776545,0.000269978401727862,0.000488519785051295,0.000576036866359447,0.000120264582080577,0.00168350168350168,0.0004995004995005,0.000258197779499096,0.000433839479392625,0.000204457166223676,0.0004739336492891,0.000238151940938319,0.000143967751223726,0.000136165577342048,0.00184162062615101,0.000206270627062706,0.000374251497005988,0.000103788271925272,0.00350877192982456,0.000112739571589628,0.000120177863237592,0.000346380325597506,0.000922509225092251,0.000817661488143908,0.00064143681847338,0.000528820729772607,0.00115207373271889,0.000443852640923213,0.000778210116731518,0.000491400491400491,0.00016849199663016,0.000406173842404549,0.000584795321637427,0.000227946204695692,0.000397456279809221,0.000470809792843691,0.000342583076396026,0.000785545954438335,0.000411353352529823,0.000722021660649819,9.86971969996052e-05,0.000537056928034372,0.000267451190157796,0.000485436893203883,0.000417362270450751,0.000244738130200685,0.000289100896212778,0.000491642084562439,0.000700770847932726,0.00063653723742839,0.000420875420875421,0.00154320987654321,0.000602772754671489,0.000590667454223272,0.000783085356303837,9.86290561199329e-05,0.00035880875493362,0.000550660792951542,0.000665335994677312,0.000510986203372509,0.000227583067819754,0.000628535512256443,0.000323519896473633,0.000577034045008655,0.000375798571965427,0.000490196078431373,0.000537056928034372,0.000411353352529823,0.000142409569923099,0.000114982177762447,0.000306091215182124,0.000328407224958949
0.00387596899224806,0.000243013365735115,0.000475963826749167,0.000159311773140035,0.0017825311942959,0.00334448160535117,0.00319488817891374,0.00166944908180301,0,0.00040048057669203,0.000340136054421769,0.000244798041615667,0.000508130081300813,0.000603500301750151,0.000114863312657937,0.00275482093663912,0.000520020800832033,0.000274574409665019,0.000449236298292902,0.000214592274678112,0.000492368291482029,0.000252016129032258,0.000146391450739277,0.000130992926381975,0.00304878048780488,0.00021128248468202,0.000385653682992673,0.000105042016806723,0.00289017341040462,0.000114220445459737,0.000121862052156958,0.000374251497005988,0.00126742712294043,0.000992063492063492,0.000744047619047619,0.000596658711217184,0.00117233294255569,0.000490677134445535,0.000934579439252336,0.000549450549450549,0.000171791788352517,0.000445037828215398,0.000668896321070234,0.000234082397003745,0.000419815281276238,0.000523834468308015,0.000356633380884451,0.000945179584120983,0.000451263537906137,0.000854700854700855,9.51746454744456e-05,0.000607164541590771,0.000283768444948922,0.000519210799584631,0.000458505272810637,0.00025182573659028,0.000299043062200957,0.00051150895140665,0.000825082508250825,0.000670241286863271,0.000462748727441,0.0023094688221709,0.000692520775623269,0.000619578686493185,0.000834724540901503,9.97605746209098e-05,0.000369276218611521,0.000624609618988132,0.000765110941086458,0.000574052812858783,0.000233699462491236,0.000726744186046512,0.000336021505376344,0.00060459492140266,0.000392772977219167,0.000547945205479452,0.000607164541590771,0.000451263537906137,0.00013700506918756,0.000116522955022139,0.000274122807017544,0.000291885580852306
0.000399520575309628,0.000310462589257994,0.000416666666666667,0.000164717509471257,0.000338868180277872,0.000358937544867193,0.000368731563421829,0.000368731563421829,0.00040048057669203,0,0.000604229607250755,0.000333222259246918,0.000567536889897843,0.000656598818122127,0.000122835032551284,0.000362056480811006,0.0005824111822947,0.000217108119843682,0.000560538116591928,0.000218150087260035,0.000599161174355902,0.000253228665484933,0.000150943396226415,0.000157604412923562,0.000425531914893617,0.000220896841175171,0.000536480686695279,0.000107365256602963,0.000406669377795852,0.000116972745350333,0.000125,0.00117096018735363,0.000406008932196508,0.000617665225447807,0.000822368421052632,0.0009000900090009,0.000493339911198816,0.00132802124833997,0.000649772579597141,0.00102774922918808,0.000178094390026714,0.000730994152046784,0.000915750915750916,0.000245941957697983,0.000719424460431655,0.00117096018735363,0.000384467512495194,0.000670690811535882,0.00254452926208651,0.000684931506849315,9.51112801978315e-05,0.00108695652173913,0.000973709834469328,0.000791765637371338,0.0021551724137931,0.000265604249667995,0.000318674314850223,0.000425894378194208,0.00074794315632012,0.000600240096038415,0.0015527950310559,0.000484496124031008,0.000867302688638335,0.000508646998982706,0.000552486187845304,0.000101853738032186,0.000446428571428571,0.000931966449207828,0.000699300699300699,0.00132450331125828,0.000245519273262951,0.000869565217391304,0.00038971161340608,0.000549148819330038,0.000401284109149278,0.00107181136120043,0.00108695652173913,0.00254452926208651,0.000177872643187478,0.000119388729703916,0.000390015600624025,0.000330469266358229
